Component,Origin,License,Copyright
import,com.datadoghq:dd-trace-api,Apache-2.0,2017 Datadog Inc.
import,com.fasterxml.jackson.core:jackson-annotations,Apache-2.0,2007- Tatu Saloranta tatu.saloranta@iki.fi
import,com.fasterxml.jackson.core:jackson-core,Apache-2.0,
import,com.fasterxml.jackson.core:jackson-databind,Apache-2.0,
import,com.fasterxml.jackson.datatype:jackson-datatype-jsr310,Apache-2.0,2013 FasterXML.com
import,com.fasterxml.jackson.module:jackson-module-jaxb-annotations,Apache-2.0,
import,com.flipkart.zjsonpatch:zjsonpatch,Apache-2.0,2016 flipkart.com zjsonpatch
import,com.github.fge:btf,Apache-2.0,2014 Francis Galiegue (fgaliegue@gmail.com)
import,com.github.fge:msg-simple,Apache-2.0,2014 Francis Galiegue (fgaliegue@gmail.com)
import,com.github.fge:uri-template,Apache-2.0,2014 Francis Galiegue (fgaliegue@gmail.com)
import,com.github.java-json-tools:jackson-coreutils,Apache-2.0,2014 Francis Galiegue (fgaliegue@gmail.com)
import,com.github.java-json-tools:json-schema-core,Apache-2.0,2014 Francis Galiegue (fgaliegue@gmail.com)
import,com.github.java-json-tools:json-schema-validator,Apache-2.0,2014 Francis Galiegue (fgaliegue@gmail.com)
import,com.github.jknack:handlebars-helpers,Apache-2.0,2012-2015 Edgar Espina
import,com.github.jknack:handlebars,Apache-2.0,2012-2015 Edgar Espina
import,com.github.tomakehurst:wiremock-jre8,Apache-2.0,2011 Thomas Akehurst
import,com.google.code.findbugs:jsr305,BSD-3-Clause,
import,com.google.errorprone:error_prone_annotations,Apache-2.0,2012 The Error Prone Authors
import,com.google.guava:failureaccess,Apache-2.0,2008 The Guava Authors
import,com.google.guava:guava,Apache-2.0,2008 The Guava Authors
import,com.google.guava:listenablefuture,Apache-2.0,2008 The Guava Authors
import,com.google.j2objc:j2objc-annotations,Apache-2.0,2012 Google Inc
import,com.googlecode.libphonenumber:libphonenumber,Apache-2.0,2015 The Libphonenumber Authors
import,com.jayway.jsonpath:json-path,Apache-2.0,2011 the original author or authors
import,com.jcraft:jzlib,BSD-3-Clause,2000-2011 ymnk JCraft Inc
import,com.lmax:disruptor,Apache-2.0,2011 LMAX Ltd
import,com.sun.mail:mailapi,EPL-2.0,1997-2020 Oracle and/or its affiliates
import,com.vaadin.external.google:android-json,Apache-2.0,
import,commons-codec:commons-codec,Apache-2.0,2002-2020 The Apache Software Foundation
import,commons-fileupload:commons-fileupload,Apache-2.0,2002-2019 The Apache Software Foundation
import,commons-io:commons-io,Apache-2.0,2002-2019 The Apache Software Foundation
import,commons-logging:commons-logging,Apache-2.0,2003-2016 The Apache Software Foundation
import,io.netty:netty-buffer,Apache-2.0,2012 The Netty Project
import,io.netty:netty-codec-http,Apache-2.0,2012 The Netty Project
